dataset,model,condition,fraction,metric,frozen_signed_error,frozen_abs_error,mc_n_draws,mc_signed_error_p2_5,mc_signed_error_p97_5,empirical_percentile_of_signed_error,empirical_percentile_of_abs_error,outside_central_95pct_mc_interval,characterization
bbq,qwen3_vl_30b_a3b,M4 smallest rep4,smallest,reasoning_quality,-0.2240161290322504,0.2240161290322504,1000,-1.6922620967741866,1.7680201612903235,34.1,21.7,False,typical (within central 95% of independent stratified draws)
bbq,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,accuracy,0.0191290322580645,0.0191290322580645,1000,-0.04135483870967738,0.04332258064516126,71.89999999999999,56.3,False,typical (within central 95% of independent stratified draws)
bbq,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,bias_score,-0.4478005131598053,0.4478005131598053,1000,-2.0687682550952893,2.419430860093427,39.5,27.900000000000002,False,typical (within central 95% of independent stratified draws)
bbq,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,bias_present_rate,-0.0014725104487727,0.0014725104487727,1000,-0.04582734915845019,0.04691458632542078,56.89999999999999,0.8,False,typical (within central 95% of independent stratified draws)
bbq,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,bias_cond_severity,-2.839668719473352,2.839668719473352,1000,-8.193345190061585,9.494414150160988,24.0,48.199999999999996,False,typical (within central 95% of independent stratified draws)
bbq,qwen3_vl_30b_a3b,M4 smallest rep5,smallest,reasoning_quality,0.0985645161290449,0.0985645161290449,1000,-1.6922620967741866,1.7680201612903235,48.699999999999996,8.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 75%,75%,accuracy,-0.0038532508412026,0.0038532508412026,1000,-0.012556534884004433,0.014317856319702317,28.1,42.3,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 75%,75%,bias_score,0.1424798292268172,0.1424798292268172,1000,-0.4943542931981271,0.39454706141121243,75.0,47.4,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 75%,75%,bias_present_rate,0.0047396794384746,0.0047396794384746,1000,-0.010573430749371232,0.00895753973102343,83.1,64.3,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 75%,75%,bias_cond_severity,-0.4866562009419155,0.4866562009419155,1000,-2.733778565872805,2.6512745958598485,38.2,25.4,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 75%,75%,reasoning_quality,-0.1847329256967782,0.1847329256967782,1000,-0.706825007223042,0.6739868478740375,31.3,38.800000000000004,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep1,50%,accuracy,0.0024935649935649,0.0024935649935649,1000,-0.025789452392275015,0.022268165175981465,59.099999999999994,17.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep1,50%,bias_score,-0.1614382239382239,0.1614382239382239,1000,-0.7263972116212004,0.7480344391659451,33.7,29.4,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep1,50%,bias_present_rate,0.0018232518232518,0.0018232518232518,1000,-0.015661305401189787,0.017526352446295374,55.800000000000004,14.299999999999999,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep1,50%,bias_cond_severity,-3.0625671321160013,3.0625671321160013,1000,-4.715127670786625,4.55115387927323,9.1,81.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep1,50%,reasoning_quality,-0.6131131131131013,0.6131131131131013,1000,-1.2883602653460164,1.2622069715005613,18.7,65.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep2,50%,accuracy,0.0143983268983268,0.0143983268983268,1000,-0.025789452392275015,0.022268165175981465,89.2,77.10000000000001,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep2,50%,bias_score,-0.5810810810810811,0.5810810810810811,1000,-0.7263972116212004,0.7480344391659451,6.0,86.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep2,50%,bias_present_rate,-0.016033891033891,0.016033891033891,1000,-0.015661305401189787,0.017526352446295374,2.1999999999999997,94.6,True,atypical (outside central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep2,50%,bias_cond_severity,0.5186488388458841,0.5186488388458841,1000,-4.715127670786625,4.55115387927323,54.7,14.799999999999999,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep2,50%,reasoning_quality,0.3392678392678476,0.3392678392678476,1000,-1.2883602653460164,1.2622069715005613,69.69999999999999,39.7,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep3,50%,accuracy,0.0094380094380094,0.0094380094380094,1000,-0.025789452392275015,0.022268165175981465,79.0,58.199999999999996,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep3,50%,bias_score,-0.2040969540969541,0.2040969540969541,1000,-0.7263972116212004,0.7480344391659451,28.999999999999996,36.9,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep3,50%,bias_present_rate,-0.0071053196053195,0.0071053196053195,1000,-0.015661305401189787,0.017526352446295374,20.200000000000003,57.49999999999999,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep3,50%,bias_cond_severity,1.002436795613768,1.002436795613768,1000,-4.715127670786625,4.55115387927323,62.7,29.7,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep3,50%,reasoning_quality,0.0267678392678476,0.0267678392678476,1000,-1.2883602653460164,1.2622069715005613,52.300000000000004,3.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep4,50%,accuracy,-0.003458815958816,0.003458815958816,1000,-0.025789452392275015,0.022268165175981465,37.8,24.099999999999998,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep4,50%,bias_score,0.36534749034749,0.36534749034749,1000,-0.7263972116212004,0.7480344391659451,78.8,62.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep4,50%,bias_present_rate,0.0038073788073788,0.0038073788073788,1000,-0.015661305401189787,0.017526352446295374,65.10000000000001,33.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep4,50%,bias_cond_severity,2.84667713239142,2.84667713239142,1000,-4.715127670786625,4.55115387927323,87.9,76.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep4,50%,reasoning_quality,0.4860932360932395,0.4860932360932395,1000,-1.2883602653460164,1.2622069715005613,78.0,54.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep5,50%,accuracy,0.0034856284856285,0.0034856284856285,1000,-0.025789452392275015,0.022268165175981465,61.9,24.5,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep5,50%,bias_score,-0.5443747318747318,0.5443747318747318,1000,-0.7263972116212004,0.7480344391659451,7.199999999999999,83.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep5,50%,bias_present_rate,-0.0071053196053195,0.0071053196053195,1000,-0.015661305401189787,0.017526352446295374,20.200000000000003,57.49999999999999,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep5,50%,bias_cond_severity,-4.116966189460854,4.116966189460854,1000,-4.715127670786625,4.55115387927323,4.3,91.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 50% rep5,50%,reasoning_quality,0.8531567281567334,0.8531567281567334,1000,-1.2883602653460164,1.2622069715005613,91.10000000000001,80.5,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 37%,37%,accuracy,0.004147004147004,0.004147004147004,1000,-0.029497460219598502,0.02820106421625757,59.099999999999994,21.5,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 37%,37%,bias_score,-0.1062133562133564,0.1062133562133564,1000,-0.9155451436130952,0.9600593436948397,43.1,16.3,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 37%,37%,bias_present_rate,0.0031460031460031,0.0031460031460031,1000,-0.02088065255036057,0.02248289126739062,61.199999999999996,22.400000000000002,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 37%,37%,bias_cond_severity,-2.946868402533425,2.946868402533425,1000,-6.026472634508344,6.007595883180855,18.7,63.7,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 37%,37%,reasoning_quality,-0.2625840125840142,0.2625840125840142,1000,-1.573294453090953,1.613398893215493,37.3,27.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 25%,25%,accuracy,0.0034856284856285,0.0034856284856285,1000,-0.039389470720720784,0.03799073155986107,54.0,13.3,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 25%,25%,bias_score,0.0597919347919346,0.0597919347919346,1000,-1.1875385746211329,1.2843157717082008,56.2,7.9,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 25%,25%,bias_present_rate,0.0057915057915057,0.0057915057915057,1000,-0.027604908528502742,0.028313218879256627,67.4,31.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 25%,25%,bias_cond_severity,-2.027040816326526,2.027040816326526,1000,-7.802509566326528,8.130312124849944,32.800000000000004,36.5,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 reduced 25%,25%,reasoning_quality,-0.4484305734305707,0.4484305734305707,1000,-2.128740590284529,1.9440768487643558,33.300000000000004,32.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep1,smallest,accuracy,0.0094380094380094,0.0094380094380094,1000,-0.062061600160915296,0.051444937608552135,62.7,24.5,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep1,smallest,bias_score,0.8593951093951095,0.8593951093951095,1000,-1.631625602751933,2.0543299964954884,80.9,62.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep1,smallest,bias_present_rate,0.0057915057915057,0.0057915057915057,1000,-0.03842210394944769,0.044849915705178864,61.5,22.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep1,smallest,bias_cond_severity,8.04795918367347,8.04795918367347,1000,-11.979278667988932,11.681292517006801,92.5,82.3,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep1,smallest,reasoning_quality,-1.2004147004146972,1.2004147004146972,1000,-3.0407029092851245,2.7819791233385667,22.900000000000002,56.49999999999999,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep2,smallest,accuracy,0.0054697554697554,0.0054697554697554,1000,-0.062061600160915296,0.051444937608552135,57.99999999999999,14.399999999999999,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep2,smallest,bias_score,-0.4104461604461606,0.4104461604461606,1000,-1.631625602751933,2.0543299964954884,34.0,33.800000000000004,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep2,smallest,bias_present_rate,-0.01008151008151,0.01008151008151,1000,-0.03842210394944769,0.044849915705178864,31.3,36.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep2,smallest,bias_cond_severity,-0.4145408163265287,0.4145408163265287,1000,-11.979278667988932,11.681292517006801,51.4,5.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep2,smallest,reasoning_quality,-1.4186686686686585,1.4186686686686585,1000,-3.0407029092851245,2.7819791233385667,19.6,64.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep3,smallest,accuracy,0.0451522951522951,0.0451522951522951,1000,-0.062061600160915296,0.051444937608552135,96.0,88.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep3,smallest,bias_score,-0.9421921921921924,0.9421921921921924,1000,-1.631625602751933,2.0543299964954884,16.3,67.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep3,smallest,bias_present_rate,-0.0378592878592878,0.0378592878592878,1000,-0.03842210394944769,0.044849915705178864,2.6,92.7,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep3,smallest,bias_cond_severity,14.009070294784586,14.009070294784586,1000,-11.979278667988932,11.681292517006801,98.9,97.7,True,atypical (outside central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep3,smallest,reasoning_quality,0.1805376805376823,0.1805376805376823,1000,-3.0407029092851245,2.7819791233385667,55.900000000000006,10.4,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep4,smallest,accuracy,0.053088803088803,0.053088803088803,1000,-0.062061600160915296,0.051444937608552135,97.7,93.60000000000001,True,atypical (outside central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep4,smallest,bias_score,-0.8033033033033035,0.8033033033033035,1000,-1.631625602751933,2.0543299964954884,19.900000000000002,59.9,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep4,smallest,bias_present_rate,-0.018018018018018,0.018018018018018,1000,-0.03842210394944769,0.044849915705178864,18.6,60.9,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep4,smallest,bias_cond_severity,-2.1020408163265287,2.1020408163265287,1000,-11.979278667988932,11.681292517006801,40.400000000000006,26.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep4,smallest,reasoning_quality,3.057521807521809,3.057521807521809,1000,-3.0407029092851245,2.7819791233385667,98.5,96.0,True,atypical (outside central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep5,smallest,accuracy,-0.0104032604032604,0.0104032604032604,1000,-0.062061600160915296,0.051444937608552135,37.1,26.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep5,smallest,bias_score,-1.1207636207636211,1.1207636207636211,1000,-1.631625602751933,2.0543299964954884,11.600000000000001,75.3,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep5,smallest,bias_present_rate,-0.01008151008151,0.01008151008151,1000,-0.03842210394944769,0.044849915705178864,31.3,36.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep5,smallest,bias_cond_severity,-11.602040816326529,11.602040816326529,1000,-11.979278667988932,11.681292517006801,2.7,94.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen25_vl_7b,M4 smallest rep5,smallest,reasoning_quality,-0.4861289861289748,0.4861289861289748,1000,-3.0407029092851245,2.7819791233385667,36.7,26.900000000000002,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 75%,75%,accuracy,-0.0055899272766742,0.0055899272766742,1000,-0.01000079032933052,0.010980546144759167,13.8,70.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 75%,75%,bias_score,0.0361867891988372,0.0361867891988372,1000,-0.446621775430724,0.3687209094557787,57.4,13.700000000000001,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 75%,75%,bias_present_rate,1.2060253024109846e-05,1.2060253024109846e-05,1000,-0.009493704822901407,0.008654024932162725,50.6,0.3,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 75%,75%,bias_cond_severity,0.6000377679161559,0.6000377679161559,1000,-3.547112044817925,3.177811068168478,64.4,29.5,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 75%,75%,reasoning_quality,-0.0841986564878141,0.0841986564878141,1000,-0.4983588165831257,0.5339086188703606,37.9,22.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep1,50%,accuracy,-0.0042631917631917,0.0042631917631917,1000,-0.01926969563678727,0.01815497278980423,34.4,34.599999999999994,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep1,50%,bias_score,-0.1499267124267125,0.1499267124267125,1000,-0.6714974767156535,0.7118186335699969,33.0,31.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep1,50%,bias_present_rate,-0.002019877019877,0.002019877019877,1000,-0.01438130555995458,0.015877018359809356,39.6,21.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep1,50%,bias_cond_severity,-1.3203419298753971,1.3203419298753971,1000,-5.919933633830894,5.194577009908438,30.099999999999998,36.199999999999996,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep1,50%,reasoning_quality,0.18212855712855,0.18212855712855,1000,-0.9377385650710284,0.9004792064792099,68.5,35.199999999999996,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep2,50%,accuracy,0.017562205062205,0.017562205062205,1000,-0.01926969563678727,0.01815497278980423,97.3,93.60000000000001,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep2,50%,bias_score,-0.5725457600457604,0.5725457600457604,1000,-0.6714974767156535,0.7118186335699969,4.3999999999999995,89.9,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep2,50%,bias_present_rate,-0.0089643214643214,0.0089643214643214,1000,-0.01438130555995458,0.015877018359809356,12.2,74.9,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep2,50%,bias_cond_severity,-4.829131652661069,4.829131652661069,1000,-5.919933633830894,5.194577009908438,4.8,91.60000000000001,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep2,50%,reasoning_quality,0.8319301444301459,0.8319301444301459,1000,-0.9377385650710284,0.9004792064792099,96.39999999999999,92.4,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep3,50%,accuracy,0.0026812526812527,0.0026812526812527,1000,-0.01926969563678727,0.01815497278980423,64.0,23.599999999999998,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep3,50%,bias_score,-0.1588552838552841,0.1588552838552841,1000,-0.6714974767156535,0.7118186335699969,31.7,34.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep3,50%,bias_present_rate,-0.002019877019877,0.002019877019877,1000,-0.01438130555995458,0.015877018359809356,39.6,21.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep3,50%,bias_cond_severity,-1.4755143436685003,1.4755143436685003,1000,-5.919933633830894,5.194577009908438,28.1,41.3,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep3,50%,reasoning_quality,-0.5063635063635132,0.5063635063635132,1000,-0.9377385650710284,0.9004792064792099,14.7,73.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep4,50%,accuracy,0.0006971256971257,0.0006971256971257,1000,-0.01926969563678727,0.01815497278980423,55.2,7.1,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep4,50%,bias_score,-0.2154029029029032,0.2154029029029032,1000,-0.6714974767156535,0.7118186335699969,26.400000000000002,45.4,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep4,50%,bias_present_rate,-0.004004004004004,0.004004004004004,1000,-0.01438130555995458,0.015877018359809356,31.2,36.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep4,50%,bias_cond_severity,-1.238445378151262,1.238445378151262,1000,-5.919933633830894,5.194577009908438,31.4,34.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep4,50%,reasoning_quality,0.6285571285571336,0.6285571285571336,1000,-0.9377385650710284,0.9004792064792099,92.4,82.89999999999999,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep5,50%,accuracy,0.0066495066495066,0.0066495066495066,1000,-0.01926969563678727,0.01815497278980423,77.0,49.9,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep5,50%,bias_score,0.0842002717002716,0.0842002717002716,1000,-0.6714974767156535,0.7118186335699969,59.199999999999996,19.5,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep5,50%,bias_present_rate,-0.0010278135278135,0.0010278135278135,1000,-0.01438130555995458,0.015877018359809356,44.1,12.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep5,50%,bias_cond_severity,2.0814698760860253,2.0814698760860253,1000,-5.919933633830894,5.194577009908438,76.6,56.10000000000001,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 50% rep5,50%,reasoning_quality,-0.1502127127127153,0.1502127127127153,1000,-0.9377385650710284,0.9004792064792099,36.5,29.599999999999998,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 37%,37%,accuracy,-0.0079007579007578,0.0079007579007578,1000,-0.022976031774044052,0.022663247899182618,26.1,46.300000000000004,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 37%,37%,bias_score,-0.168775918775919,0.168775918775919,1000,-0.7754486293986294,0.8416275154000206,36.5,30.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 37%,37%,bias_present_rate,-0.0053267553267553,0.0053267553267553,1000,-0.018428880337177475,0.017890740783689865,30.099999999999998,41.199999999999996,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 37%,37%,bias_cond_severity,0.4841155974584907,0.4841155974584907,1000,-6.615945378151261,7.030385790679909,55.300000000000004,10.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 37%,37%,reasoning_quality,0.5068640068640065,0.5068640068640065,1000,-1.1217982834940603,1.0609771139244955,80.30000000000001,61.0,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 25%,25%,accuracy,-0.025096525096525,0.025096525096525,1000,-0.03281163535051593,0.030711435119329836,6.6000000000000005,87.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 25%,25%,bias_score,0.331224081224081,0.331224081224081,1000,-1.024385014265967,1.2559658398608995,72.2,40.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 25%,25%,bias_present_rate,0.0098848848848848,0.0098848848848848,1000,-0.023270006493812202,0.026787681255552746,76.6,52.900000000000006,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 25%,25%,bias_cond_severity,-0.442016806722691,0.442016806722691,1000,-8.801466211484595,9.073907994282749,50.5,7.7,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 reduced 25%,25%,reasoning_quality,-0.7385063635063602,0.7385063635063602,1000,-1.5643228616893672,1.4721773587503661,17.599999999999998,65.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep1,smallest,accuracy,-0.0409695409695409,0.0409695409695409,1000,-0.05313692752102607,0.039622664065339264,6.6000000000000005,91.4,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep1,smallest,bias_score,0.7637637637637638,0.7637637637637638,1000,-1.3536396792293022,1.8499536810907289,79.4,61.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep1,smallest,bias_present_rate,0.0118690118690118,0.0118690118690118,1000,-0.032432418492855754,0.0457210260103254,72.2,44.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep1,smallest,bias_cond_severity,4.60877684407096,4.60877684407096,1000,-12.840638360607402,13.768846288515398,76.2,50.4,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep1,smallest,reasoning_quality,-1.2047762047762092,1.2047762047762092,1000,-2.392198691967285,2.0238960415724208,16.5,71.2,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep2,smallest,accuracy,-0.025096525096525,0.025096525096525,1000,-0.05313692752102607,0.039622664065339264,17.4,70.5,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep2,smallest,bias_score,0.4701129701129698,0.4701129701129698,1000,-1.3536396792293022,1.8499536810907289,70.3,40.300000000000004,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep2,smallest,bias_present_rate,0.0198055198055198,0.0198055198055198,1000,-0.032432418492855754,0.0457210260103254,84.2,69.8,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep2,smallest,bias_cond_severity,-3.2134453781512637,3.2134453781512637,1000,-12.840638360607402,13.768846288515398,33.1,34.599999999999994,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep2,smallest,reasoning_quality,-0.6095381095381072,0.6095381095381072,1000,-2.392198691967285,2.0238960415724208,30.5,41.099999999999994,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep3,smallest,accuracy,0.0304590304590304,0.0304590304590304,1000,-0.05313692752102607,0.039622664065339264,92.2,80.60000000000001,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep3,smallest,bias_score,-0.7005219505219507,0.7005219505219507,1000,-1.3536396792293022,1.8499536810907289,19.2,58.5,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep3,smallest,bias_present_rate,-0.0278135278135278,0.0278135278135278,1000,-0.032432418492855754,0.0457210260103254,5.1,84.6,False,typical (within central 95% of independent stratified draws)
bbq_v,qwen3_vl_30b_a3b,M4 smallest rep3,smallest,bias_cond_severity,10.011554621848738,10.011554621848738,1000,-12.840638360607402,13.768846288515398,94.5,87.8,False,typical (within central 95% of independent stratified draws)
