dataset,model,fraction,metric,n_draws,mean_signed_error,sd_signed_error,mae,rmse,median_abs_error,p90_abs_error,p95_abs_error,p99_abs_error,max_abs_error,signed_error_p2_5,signed_error_p97_5
bbq,qwen25_vl_7b,37%,reasoning_quality,1000,-0.02283556149732729,0.42979796428319456,0.34537877005347584,0.43018952414113293,0.2867647058823479,0.70743315508021,0.837018716577546,1.0576470588235338,1.3582085561497337,-0.8528943850267439,0.7866778074866263
bbq,qwen25_vl_7b,25%,accuracy,1000,0.00010599999999999987,0.01282252631820974,0.010254000000000008,0.012816551798358259,0.009000000000000008,0.02100000000000002,0.02309999999999993,0.03300000000000003,0.05699999999999994,-0.02300000000000002,0.025000000000000022
bbq,qwen25_vl_7b,25%,bias_score,1000,-0.04370599999999996,0.6843848450836563,0.544202,0.6854374136272399,0.4564999999999997,1.1036000000000004,1.3326500000000003,1.86058,2.2565,-1.3515499999999998,1.3006500000000003
bbq,qwen25_vl_7b,25%,bias_present_rate,1000,-0.0014759999999999988,0.014080542805079841,0.011286000000000001,0.014150689029160383,0.009500000000000008,0.023499999999999993,0.028499999999999998,0.03450999999999999,0.0445,-0.028499999999999998,0.027499999999999997
bbq,qwen25_vl_7b,25%,bias_cond_severity,1000,0.050623420345834544,3.154067139476873,2.5349115868745384,3.1528961466396264,2.1608656849620687,5.072988640560588,5.961881603129733,7.973834037448498,12.338713343941805,-5.962778052441701,5.9395655814045645
bbq,qwen25_vl_7b,25%,reasoning_quality,1000,0.01926199999999875,0.5594142576549761,0.44357200000000024,0.5594661669842067,0.37300000000000466,0.8934000000000013,1.1315,1.4990599999999952,2.135000000000005,-1.0730500000000074,1.1578999999999957
bbq,qwen25_vl_7b,smallest,accuracy,1000,0.0036774193548386822,0.019204399898687392,0.015847806451612885,0.019543888548714604,0.014000000000000012,0.030354838709677368,0.038193548387096765,0.05029032258064514,0.06261290322580648,-0.03416129032258064,0.042451612903225744
bbq,qwen25_vl_7b,smallest,bias_score,1000,-0.05432661290322577,1.0397363539111304,0.824526935483871,1.040635389955725,0.6713709677419355,1.7113838709677418,2.02696129032258,2.8284109677419345,4.275822580645162,-1.8656088709677416,2.171084677419355
bbq,qwen25_vl_7b,smallest,bias_present_rate,1000,-0.0033467741935483877,0.021635111616109825,0.01758309677419355,0.02188174750995656,0.015629032258064515,0.035790322580645156,0.04082258064516128,0.05695161290322581,0.08920967741935484,-0.039822580645161296,0.04082258064516128
bbq,qwen25_vl_7b,smallest,bias_cond_severity,1000,0.50515976496713,4.723752502930884,3.766635003546758,4.748337631148241,3.1845197004233157,7.693631669535282,9.471400205283608,12.117300007483347,21.922439759036145,-8.300444856348472,10.124501971017713
